name,address,subway_distance,call,price,url,note,visitor_review,blog_review,area,subway,star,orginized_price
스터디룸 채움 숙대입구점,서울 용산구 청파로 271 스터디룸채움 숙대입구점,숙대입구역 8번출구에서 194m,번호정보 없음,"새벽(0~8시)/인당1,500원평일/오전오후(8~18시)/인당2,000원평일저녁(18~24시)/주말/인당2,500원최소4인기준입니다무료",https://www.spacecloud.kr/space/32428,"단체 이용 가능, 무선 인터넷, 예약",방문자 리뷰 2,블로그 리뷰 7,용산구,숙대입구역,,"4인실 - 1시간 1,500원~2,500원, 주중 - 1시간 1,500원~2,000원, 주말 - 1시간 2,500원"
회의실 스터디룸 공간토브 공덕점 단독룸,서울 마포구 백범로 199 메트로디오빌 309호,공덕역 6번출구에서 23m,0507-1400-8584,"(오픈특가) 1시간 (4인기준)10,000원",https://www.instagram.com/tov_place/,"무선 인터넷, 남/녀 화장실 구분, 단체 이용 가능, 예약, 주차",방문자 리뷰 5,,마포구,공덕역,,"4인 - 1시간 10,000원"
엔와이 스페이스,서울 용산구 새창로 93 금강빌딩 301호,효창공원앞역 6번출구에서 257m,0507-1365-1562,"엔와이스페이스 회의실(평일,1시간당)14,500원엔와이스페이스 회의실(주말,1시간당)19,500원빅씨네 극장(1시간당, 3시간기본)19,800원화상회의용 HD웹캠 및 마이크 스피커무료이동식 화이트보드무료55인치 4K 스마트 TV무료",https://www.spacecloud.kr/host/1672312641,"단체 이용 가능, 예약, 무선 인터넷, 간편결제, 주차",방문자 리뷰 3,블로그 리뷰 4,용산구,효창공원앞역,,"엔와이스페이스 회의실 - 주중 - 1시간 14,500원, 엔와이스페이스 회의실 - 주말/공휴일 - 1시간 19,500원, 빅씨네 극장 - 1시간 19,800원"
어라운드스터디카페 숙대점,서울 용산구 청파로47가길 9-4 지층,숙대입구역 9번출구에서 531m,번호정보 없음,"50시간 정액권70,000원100시간 정액권120,000원6시간6,000원8시간8,000원10시간10,000원4주 정기권120,000원스터디룸(1시간)9,000원사물함 대여(4주)10,000원",http://aroundstudycafesook.modoo.at,"단체 이용 가능, 예약, 무선 인터넷",방문자 리뷰 46,블로그 리뷰 25,용산구,숙대입구역,,"0인실 - 1시간 9,000원"
숙대 블라썸 스터디카페,"서울 용산구 청파로47길 66 4층, 5층 블라썸 스터디카페 숙대점",숙대입구역 10번출구에서 519m,0507-1393-5223,"정액시간권- 100시간 (1년)140,000원기간권- 4주 (28일)150,000원고정석- 4주 (23->19만원)190,000원기간권- 2주 (14일)90,000원기간권- 8주 (56일)270,000원기간권- 12주 (84일)390,000원정액시간권- 50시간 (1년)80,000원정액시간권- 200시간 (1년)260,000원정액시간권- 300시간(1년)360,000원당일권- 2시간4,000원",http://pf.kakao.com/_awndK/chat,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 예약, 간편결제",방문자 리뷰 244,블로그 리뷰 17,용산구,숙대입구역,별점 4.76,가격정보 없음
인큐빈스터디카페 숙대점,서울 용산구 청파로47나길 7 청파프라자 2층,숙대입구역 9번출구에서 505m,번호정보 없음,"스터디룸 1시간8,000원스터디룸 2시간(1인~2인)12,000원스터디룸 2시간(3인~6인)16,000원기간권 2주권90,000원기간권 4주권150,000원기간권 8주권270,000원기간권 12주권390,000원시간패키지 50시간80,000원시간패키지 100시간140,000원시간패키지 200시간260,000원",https://blog.naver.com/incubin_0330,"무선 인터넷, 남/녀 화장실 구분, 단체 이용 가능, 예약",방문자 리뷰 113,블로그 리뷰 19,용산구,숙대입구역,,"1인 - 1시간 8,000원, 1인 - 2시간 12,000원, 3인 - 2시간 16,000원"
작심스터디카페 숙대눈송이점,"서울 용산구 청파로47길 7 MG 청파새마을금고빌딩 1F(룸&노트북존), BF",숙대입구역 10번출구에서 224m,02-717-0910,"일회시간권 2시간 [B1F]4,000원일회시간권 3시간 [B1F]5,500원일회시간권 5시간 [B1F]7,000원일회시간권 8시간 [B1F]10,000원일회시간권 10시간 [B1F]12,000원일회시간권 2시간 [1F]4,000원일회시간권 3시간 [1F]5,500원일회시간권 6시간 [1F]8,000원정액권 30시간 (30일) 1F50,000원정액권 50시간(50일)1or B1F90,000원",https://blog.naver.com/zaksim_snowing,"주차, 예약, 남/녀 화장실 구분, 장애인 편의시설, 무선 인터넷",방문자 리뷰 288,블로그 리뷰 99,용산구,숙대입구역,별점 4.94,"B1F - 2시간 4,000원, B1F - 3시간 5,500원, B1F - 5시간 7,000원, B1F - 8시간 10,000원, B1F - 10시간 12,000원, 1F - 2시간 4,000원, 1F - 3시간 5,500원, 1F - 6시간 8,000원"
엘더스터디카페 이촌점,서울 용산구 이촌로 276 지하1층 엘더스터디카페,4 경의중앙 이촌역 3-1번 출구에서 518m,0507-1364-6469,"시간충전권 30시간60,000원시간충전권 50시간90,000원시간충전권 100시간160,000원시간충전권 200시간290,000원기간 이용권 1주70,000원기간 이용권 2주120,000원기간 이용권 4주210,000원스터디룸(2인,시간당)5,000원스터디룸(6인,시간당)10,000원사물함 4주10,000원",https://lderic.modoo.at,"단체 이용 가능, 예약, 무선 인터넷",방문자 리뷰 10,블로그 리뷰 10,용산구,이촌역,,"2인 - 1시간 5,000원, 6인 - 1시간 10,000원"
스터디룸월일 당산2호점,서울 영등포구 당산로 237 304호,당산역 2번출구에서 43m,0507-1348-4830,가격정보 없음,https://youtube.com/channel/UCVNrV_oR0u7jJfkBLgZy5Bg?si=qfuDzf4mzfgsrmFq,"단체 이용 가능, 무선 인터넷, 예약",방문자 리뷰 44,블로그 리뷰 4,영등포구,당산역,,가격정보 없음
스터디룸위드 당산점,"서울 영등포구 양평로 59 5층 502호(당산동5가, 대영빌딩)",당산역 12번출구에서 142m,0507-1478-8256,"1시간 이용금액2,000원30분 이용금액1,000원빔프로젝터(시간당)2,000원아메리카노(illy 캡슐)2,500원",https://blog.naver.com/sweetdangsan,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 177,블로그 리뷰 35,영등포구,당산역,별점 4.4,"1시간 2,000원, 2시간 4,000원, 3시간 6,000원, 4시간 8,000원"
퀸토 코워킹 공유오피스 스터디룸,서울 영등포구 양평로20길 16-1 1층,선유도역 4번출구에서 264m,0507-1383-2368,"10인 단독 Office 1개월2,300,000원투어 신청(무료)무료",https://blog.naver.com/qwinto,"단체 이용 가능, 무선 인터넷, 예약, 간편결제",방문자 리뷰 5,블로그 리뷰 30,영등포구,선유도역,,"10인 - 1시간 7,692원"
스터디룸 회의실 시너지 영등포구청점,서울 영등포구 당산로30길 1 2층,역정보 없음,0507-1464-1081,"1시간(2시간부터, 최소 5인 이상)2,500원👥️최대 24인 수용 가능한 공간무료🖥 65인치 최신 대형 TV무료☕️커피 & 따뜻한 Tea무료",https://www.instagram.com/boss_hwa,"단체 이용 가능, 예약, 무선 인터넷, 간편결제",방문자 리뷰 41,블로그 리뷰 14,영등포구,,,"5인 - 1시간 2,500원, 24인 - 1시간 2,500원"
도산서재 스터디룸회의실,서울 영등포구 국회대로50길 20 지하 B30호,영등포시장역 2번출구에서 80m,0507-1328-1650,"1시간10,000원",https://dosanseojae.modoo.at,"단체 이용 가능, 무선 인터넷, 예약, 남/녀 화장실 구분",방문자 리뷰 68,블로그 리뷰 26,영등포구,영등포시장역,,"1시간 10,000원"
루브릭 공유오피스 스터디룸,서울 영등포구 양평로20길 16-1 지하1층,선유도역 4번출구에서 264m,0507-1301-6935,가격정보 없음,URL정보 없음,"단체 이용 가능, 예약",방문자 리뷰 12,블로그 리뷰 44,영등포구,선유도역,,가격정보 없음
구구스터디룸,서울 마포구 양화진길 55 신우빌딩2 3층 307호,역정보 없음,0507-1391-3158,"1시간5,000원",URL정보 없음,"무선 인터넷, 단체 이용 가능, 예약",,,마포구,,,"0인 - 1시간 5,000원"
스터디룸 가치,서울 영등포구 선유로 88 6층 601호,문래역 3번출구에서 626m,0507-1321-5692,"room 1 [4인실] 시간당7,000원room 6 [4인실] 시간당7,000원room 4 [6인실] 시간당9,000원room 5 [6인실] 시간당9,000원room 2 [8인실] 시간당10,000원room 3 [8인실] 시간당10,000원정기권 또는 장기이용변동",https://blog.naver.com/gachi_07,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 54,블로그 리뷰 9,영등포구,문래역,,"4인실 - 1시간 7,000원, 6인실 - 1시간 9,000원, 8인실 - 1시간 10,000원"
꾸다 공유오피스&스터디룸,서울 영등포구 선유서로 117 월드프라자 601호,양평역 1번출구에서 58m,070-4827-0910,가격정보 없음,http://kkooda.com,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 1,블로그 리뷰 18,영등포구,양평역,,가격정보 없음
르하임스터디카페 선유도역점,서울 영등포구 양평로 93 양화빌딩 3층,선유도역 5번출구에서 286m,0507-1446-9303,"1회 시간권 (2시간)3,000원1회 시간권 (3시간)4,000원1회 시간권 (4시간)5,000원1회 시간권 (6시간)7,000원1회 시간권 (8시간)9,000원1회 시간권 (10시간)10,000원1회 시간권 (12시간)12,000원7일 기간권50,000원15일 기간권80,000원30일 기간권150,000원",https://blog.naver.com/hyperion_y,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 예약, 주차",방문자 리뷰 236,블로그 리뷰 52,영등포구,선유도역,별점 4.85,가격정보 없음
쌤 스터디카페 본점,서울 영등포구 영신로57길 1 상가 4층,당산역 9번출구에서 643m,0507-1349-7316,"오픈이벤트 100시간70,000원오픈이벤트 4주80,000원스터디룸(4인실)6,000원",URL정보 없음,"남/녀 화장실 구분, 무선 인터넷, 예약, 단체 이용 가능, 주차",방문자 리뷰 2,블로그 리뷰 5,영등포구,당산역,,"4인실 - 1시간 6,000원"
라온2 스터디룸,서울 마포구 양화로 59 화승리버스텔 4층 402호,합정역 1번출구에서 3m,0507-1313-3626,"[휴일]09~24시 / 시간(인)3,000원[평일]09시~17시 / 시간(인)2,000원[평일 저녁]17시~24시/시간(인)2,500원",https://www.spacecloud.kr/space/44223?keyword_id=353781&type=ad&user_id=1669360382,"단체 이용 가능, 무선 인터넷, 예약, 간편결제",방문자 리뷰 3,블로그 리뷰 20,마포구,합정역,,"주중 - 1시간 2,000원~2,500원, 주말/공휴일 - 1시간 3,000원"
비에이블스터디카페 선유도역센터,"서울 영등포구 양평로24길 12 2층, 3층, 4층",선유도역 1번출구에서 194m,번호정보 없음,가격정보 없음,https://beableseonyudo.modoo.at,"단체 이용 가능, 무선 인터넷, 예약, 남/녀 화장실 구분",방문자 리뷰 11,블로그 리뷰 32,영등포구,선유도역,,가격정보 없음
비에이블스터디카페 신목동센터,서울 양천구 목동동로 435 4층,신목동역 2번출구에서 879m,0507-1471-3400,"1시간2,000원2시간3,500원4시간6,000원6시간8,000원8시간9,500원당일권14,000원스터디룸 2인실4,500원스터디룸 4인실6,000원스터디룸 6인실8,000원50시간권70,000원",https://blog.naver.com/beable5000,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 6,블로그 리뷰 44,양천구,신목동역,,"2인실 - 1시간 4,500원, 4인실 - 1시간 8,000원"
모임공간 해밀 합정점,서울 마포구 독막로 10 성지빌딩 6층 611호,역정보 없음,0504-1380-4193,"[주말] 00시~24시 / 시간(인)2,500원[평일] 00시~3시 / 시간(인)1,000원[평일] 3시~6시 / 시간(인)1,500원[평일] 06시~18시 / 시간(인)2,000원[평일] 18시~24시 / 시간(인)2,500원",https://www.spacecloud.kr/space/30346,"무선 인터넷, 예약, 단체 이용 가능, 간편결제, 주차",방문자 리뷰 16,블로그 리뷰 2,마포구,,,"주중 - 1시간 1,000원~2,500원, 주말/공휴일 - 1시간 2,500원"
스터디벙커,서울 마포구 포은로 14 수성빌딩 201호,합정역 8번출구에서 371m,070-5014-1732,"주중 요금2,000원주말 요금2,500원",http://sbunkers.com/,"예약, 단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 2,블로그 리뷰 4,마포구,합정역,,가격정보 없음
비에이블스터디카페 문래센터,서울 영등포구 선유로 59 문래아카데미 8층,문래역 3번출구에서 553m,번호정보 없음,"1시간2,000원2시간3,000원4시간5,000원6시간6,000원8시간8,000원12시간10,000원2인 스터디룸(1시간)4,500원4인~6인 스터디룸(1시간)8,000원50시간권70,000원100시간권130,000원",https://beablestudymullae.modoo.at,"무선 인터넷, 단체 이용 가능, 남/녀 화장실 구분, 주차",방문자 리뷰 23,블로그 리뷰 24,영등포구,문래역,별점 4.71,"1인 - 1시간 2,000원, 2인 - 1시간 4,500원, 4인실 - 1시간 8,000원, 6인실 - 1시간 8,000원"
르하임스터디카페 영등포문래점,서울 영등포구 선유로 50 2층,문래역 3번출구에서 628m,0507-1480-2157,"2시간3,000원4시간5,000원6시간6,000원9시간8,000원12시간10,000원2주 기간권 (14일)80,000원4주 기간권 (28일)130,000원50시간 정액권70,000원100시간 정액권120,000원200시간 정액권220,000원",https://blog.naver.com/marsman1985,"단체 이용 가능, 무선 인터넷",방문자 리뷰 199,블로그 리뷰 85,영등포구,문래역,별점 4.76,가격정보 없음
트라이그라운드 공유오피스 홍대점,"서울 마포구 독막로9길 18 2,3층",합정역 3번출구에서 530m,0507-1427-1450,"[오픈특가] 전 좌석 최대 30%할인변동오픈데스크80,000원1인 데스크264,000원1인룸450,000원2인 팀룸720,000원3인 팀룸899,000원4인 팀룸980,000원5인 팀룸1,275,000원6인 팀룸1,428,000원7인 팀룸1,984,000원",http://tryground.co.kr/space/hongdae,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 예약, 대기공간, 간편결제",방문자 리뷰 4,블로그 리뷰 41,마포구,합정역,,"1인 - 1시간 80,000원, 1인 - 1시간 264,000원, 2인 - 1시간 450,000원, 3인 - 1시간 720,000원, 4인 - 1시간 899,000원, 5인 - 1시간 980,000원, 6인 - 1시간 1,275,000원, 7인 - 1시간 1"
아자스터디카페,서울 영등포구 선유로9길 10 217호,문래역 1번출구에서 723m,0507-1337-4267,"[당일이용권] 02시간4,000원[당일이용권] 03시간6,000원[당일이용권] 04시간7,000원[당일이용권] 06시간8,000원[당일이용권] 09시간10,000원[당일이용권] 12시간13,000원[시간충전권] 030시간50,000원[시간충전권] 050시간80,000원[시간충전권] 100시간130,000원[시간충전권] 150시간180,000원",https://blog.naver.com/aza_study_cafe,"무선 인터넷, 남/녀 화장실 구분, 주차",방문자 리뷰 53,블로그 리뷰 13,영등포구,문래역,별점 4.32,가격정보 없음
케이스페이스루나,서울 마포구 독막로 10 5층 516호 케이스페이스루나,역정보 없음,번호정보 없음,가격정보 없음,URL정보 없음,"단체 이용 가능, 무선 인터넷, 예약",방문자 리뷰 1,블로그 리뷰 12,마포구,,,가격정보 없음
이루리스터디룸,서울 관악구 신림로 354 동아빌딩 411호,신림역 7번출구에서 131m,0507-1332-5629,가격정보 없음,https://www.spacecloud.kr/space/40833,"단체 이용 가능, 무선 인터넷, 예약",,블로그 리뷰 2,관악구,신림역,,가격정보 없음
플랜 스터디카페&스터디룸,"서울 관악구 쑥고개로 80 3층, 4층",봉천역 1번출구에서 560m,번호정보 없음,가격정보 없음,https://blog.naver.com/dany9576,"남/녀 화장실 구분, 무선 인터넷, 단체 이용 가능",방문자 리뷰 99,블로그 리뷰 11,관악구,봉천역,별점 4.91,가격정보 없음
스페이스액트 스터디카페,서울 관악구 신림로59길 23 삼모스포렉스 12층,역정보 없음,0507-1310-8124,"✏️ 200평대 5개의 스터디 공간변동✏️ 미팅룸(스터디룸) 마일리지 할인변동✏️ 건물 옥외 주차장 4시간 지원변동당일권2시간3,000원당일권4시간5,500원당일권6시간7,900원당일권9시간9,900원당일권12시간11,000원당일권12시간11,000원심야 특가 요금제(밤10시-아침7시)5,900원",https://spaceact.modoo.at,"무선 인터넷, 예약, 단체 이용 가능, 남/녀 화장실 구분, 주차",방문자 리뷰 521,블로그 리뷰 153,관악구,,별점 4.79,가격정보 없음
랭스터디카페 신림점,서울 관악구 신림로 376 2층 랭스터디카페 신림점,당곡역 1번출구에서 251m,02-875-0415,"1시간 이용권1,800원3시간 이용권4,000원6시간 이용권7,500원8시간 이용권11,000원1일권(09:00~익일 09:00)16,000원야간권 (23:00 - 09:00)3,000원30일 무제한 (음료 포함)195,000원15일 무제한 (음료 포함)100,000원30일 무제한 (음료 미포함)165,000원15일 무제한 (음료 미포함)85,000원",https://www.instagram.com/langstudycafe_sillim?igshid=ZDdkNTZiNTM=,"예약, 무선 인터넷, 포장, 남/녀 화장실 구분, 단체 이용 가능",방문자 리뷰 254,블로그 리뷰 110,관악구,당곡역,별점 4.68,가격정보 없음
쑥 스터디카페&스터디룸,서울 관악구 쑥고개로 84 2층 쑥 스터디카페,봉천역 1번출구에서 633m,0507-1414-9600,"단기시간권 - 2시간3,000원단기시간권 - 5시간6,000원단기시간권 - 12시간14,000원단기시간권 - 24시간25,000원시간권 - 50시간 (50일)60,000원시간권 - 100시간 (100일)110,000원시간권 - 200시간 (6개월)180,000원시간권 - 300시간 (10개월)250,000원500시간권400,000원기간권 - 2주 이용권70,000원",https://blog.naver.com/ssukstudy,"남/녀 화장실 구분, 무선 인터넷, 예약, 단체 이용 가능, 간편결제",방문자 리뷰 23,블로그 리뷰 20,관악구,봉천역,,가격정보 없음
예그리나 스터디룸,서울 관악구 호암로24길 57,서울대벤처타운역 2번출구에서 487m,02-883-7315,1인 1시간당(기본)950원,http://blog.naver.com/yegrina663927,비고 없음,방문자 리뷰 4,블로그 리뷰 4,관악구,서울대벤처타운역,,1인 - 1시간 950원
초심스터디카페 신림역점,서울 관악구 신림로 366 8층,신림역 7번출구에서 253m,0507-1410-0366,가격정보 없음,https://chosimstudyslst.modoo.at,"무선 인터넷, 단체 이용 가능, 남/녀 화장실 구분",방문자 리뷰 73,블로그 리뷰 40,관악구,신림역,,가격정보 없음
111스터디카페,서울 관악구 보라매로 8 2층,당곡역 1번출구에서 36m,0507-1345-2113,가격정보 없음,http://pf.kakao.com/_hBdxgb,"남/녀 화장실 구분, 무선 인터넷, 예약",방문자 리뷰 30,블로그 리뷰 5,관악구,당곡역,,가격정보 없음
프레쉬스터디카페 신림점,"서울 관악구 신림로 199 2층, 3층",서원역 2번출구에서 501m,번호정보 없음,가격정보 없음,https://freshstudyshinlim.modoo.at/,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분, 노키즈존, 주차",방문자 리뷰 99,블로그 리뷰 25,관악구,서원역,별점 4.59,가격정보 없음
감성스터디카페 서울대입구점,서울 관악구 쑥고개로 68 3층,봉천역 1번출구에서 490m,번호정보 없음,"2시간(커피,음료 무료제공)3,000원4시간5,000원6사간7,000원8시간9,000원10시간10,000원12시간11,000원2주 정기권70,000원4주 정기권120,000원50시간권60,000원100시간권110,000원",https://gamsungstudycafe15.modoo.at,"단체 이용 가능, 남/녀 화장실 구분, 무선 인터넷, 예약",방문자 리뷰 30,블로그 리뷰 5,관악구,봉천역,,가격정보 없음
어반라이프 스터디카페,서울 동작구 보라매로 91 3층 어반라이프 스터디카페,신대방삼거리역 2번출구에서 261m,070-4151-6415,가격정보 없음,URL정보 없음,"예약, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 162,블로그 리뷰 8,동작구,신대방삼거리역,,가격정보 없음
르하임 스터디카페 보라매점,서울 영등포구 여의대방로 89 3층,보라매공원역 2번출구에서 287m,0507-1347-7026,"1회 당일권 (2시간)3,000원1회 당일권 (4시간)5,000원1회 당일권 (6시간)6,000원1회 당일권 (9시간)8,000원1회 당일권 (12시간)10,000원2주 기간권 (14일)80,000원4주 기간권 (28일)140,000원8주 기간권 (56일)250,000원12주 기간권(84일)360,000원50시간 정액권(1년)70,000원",https://blog.naver.com/bsk87626,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 249,블로그 리뷰 22,영등포구,보라매공원역,별점 4.71,가격정보 없음
원더스터디카페,서울 동작구 국사봉1길 11 3층,신대방삼거리역 2번출구에서 154m,0507-1379-1210,"일일권 2시간3,000원일일권 4시간5,000원일일권 6시간6,000원일일권 9시간8,000원일일권 12시간10,000원충전권 10시간11,000원충전권 50시간50,000원충전권 100시간95,000원기간권 2주59,000원기간권 4주109,000원",https://www.gosca.co.kr/,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분, 주차",방문자 리뷰 8,블로그 리뷰 5,동작구,신대방삼거리역,,"2시간 3,000원, 4시간 5,000원, 6시간 6,000원, 9시간 8,000원, 12시간 10,000원"
옵티멈스터디카페 신림대학점,"서울 관악구 신림로15길 31 B1, 2~5층",서울대벤처타운역 2번출구에서 588m,0507-1365-5966,"1회권 (2시간)3,000원1회권 (4시간)5,000원1회권 (6시간)7,000원1회권 (9시간)8,000원1회권 (12시간)10,000원시간권 (50시간)_유효200일70,000원시간권 (100시간)_유효360일120,000원기간권 2주(14일)80,000원기간권 4주(28일)140,000원기간권 8주(56일)260,000원",https://optimumstudycenter.modoo.at,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 84,블로그 리뷰 8,관악구,서울대벤처타운역,,가격정보 없음
위넌스터디카페 보라매점,서울 동작구 상도로 30 수석빌딩 3F,신대방삼거리역 3번출구에서 265m,0507-1337-5903,"(Study Zone) 1시간2,000원(Study Zone) 2시간3,500원(Study Zone) 3시간4,500원(Study Zone) 4시간6,000원(Study Zone) 6시간8,000원(Study Zone) 8시간10,000원(Study Zone) 정기권 2주80,000원(Study Zone) 정기권 4주140,000원(Study Zone) 정액시간권 50시간70,000원(Study Zone) 정액시간권 100시간130,000원",http://winnen.co.kr,비고 없음,방문자 리뷰 59,블로그 리뷰 22,동작구,신대방삼거리역,,"0인실 - 1시간 2,000원, 0인실 - 2시간 3,500원, 0인실 - 3시간 4,500원, 0인실 - 4시간 6,000원, 0인실 - 6시간 8,000원, 0인실 - 8시간 10,000원"
우리담 워크닉,"서울 관악구 대학10길 36 지하1,1층",서울대벤처타운역 2번출구에서 620m,번호정보 없음,"스터디룸(B1)_오후권5,000원스터디룸(B1)_오전권5,000원스터디룸(B1)_1개월권80,000원스터디룸(B1)_1일권10,000원모임공간(1층)_1시간20,000원",https://hourplace.co.kr/place/49696,"단체 이용 가능, 방문접수/출장, 예약, 무선 인터넷, 남/녀 화장실 구분, 간편결제",,블로그 리뷰 1,관악구,서울대벤처타운역,,가격정보 없음
매일스터디카페 서울대점,"서울 관악구 호암로 602 5, 6층",서울대벤처타운역 2번출구에서 164m,0507-1415-9916,가격정보 없음,http://pf.kakao.com/_NhYuG,"무선 인터넷, 예약, 남/녀 화장실 구분",방문자 리뷰 87,블로그 리뷰 8,관악구,서울대벤처타운역,,가격정보 없음
작심스터디카페 신풍역점,"서울 영등포구 대방천로 191 2, 3, 4층",신풍역 1번출구에서 176m,0507-1336-6098,"자유석 시간권 1시간2,000원자유석 시간권 2시간3,000원자유석 시간권 4시간5,000원자유석 시간권 6시간6,000원자유석 시간권 8시간7,000원자유석 시간권 15시간12,000원자유석-정액권 50시간50,000원자유석-정액권 100시간90,000원자유석-정액권 200시간160,000원자유석 기간권 14일70,000원",https://pf.kakao.com/_xnRyxcxj,"단체 이용 가능, 예약, 남/녀 화장실 구분, 주차",방문자 리뷰 24,블로그 리뷰 4,영등포구,신풍역,,"자유석 - 1시간 2,000원, 자유석 - 2시간 3,000원, 자유석 - 4시간 5,000원, 자유석 - 6시간 6,000원, 자유석 - 8시간 7,000원"
안녕스터디카페,서울 동작구 양녕로 182,상도역 1번출구에서 776m,0507-1368-3646,가격정보 없음,https://blog.naver.com/hello_study,"무선 인터넷, 남/녀 화장실 구분, 예약",방문자 리뷰 70,블로그 리뷰 28,동작구,상도역,,가격정보 없음
비에이블스터디카페 관악성현센터,서울 관악구 양녕로 43 현대엠타운 B01호 비에이블스터디카페 관악성현센터,봉천역 6번출구에서 795m,번호정보 없음,가격정보 없음,http://beableseonghyeon.modoo.at,"예약, 단체 이용 가능, 남/녀 화장실 구분, 무선 인터넷, 주차",방문자 리뷰 44,블로그 리뷰 45,관악구,봉천역,별점 4.68,가격정보 없음
웨이디스터디카페,"서울 관악구 호암로20길 1 미림타운 2,3,4층",서울대벤처타운역 2번출구에서 544m,0507-1344-4584,가격정보 없음,https://www.instagram.com/wayd_studycafe/,"무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 55,블로그 리뷰 18,관악구,서울대벤처타운역,,가격정보 없음
어반트리스터디카페 신대방신길점,서울 영등포구 여의대방로 55 4층,신풍역 1번출구에서 478m,0507-1486-5114,"일회권 1~10시간2,500~11,000원시간패키지 100시간120,000원시간패키지 50시간65,000원기간권 1일 (자유석)13,000원기간권 7일 (자유석)45,000원기간권 2주 (자유석)80,000원기간권 4주 (자유석)120,000원스터디룸 2시간 (2~3인실)10,000원스터디룸 3시간 (2~3인실)14,000원",URL정보 없음,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 31,블로그 리뷰 3,영등포구,신풍역,,"2~3인실 - 2시간 10,000원, 2~3인실 - 3시간 14,000원"
그루스터디룸 구의광장센터,서울 광진구 광나루로54길 38 지층,강변역 1번출구에서 569m,0507-1357-4642,가격정보 없음,https://blog.naver.com/groostudy,비고 없음,방문자 리뷰 17,블로그 리뷰 11,광진구,강변역,,가격정보 없음
토즈스터디센터 광장센터,서울 광진구 광나루로 620 이진빌딩 2층,강변역 1번출구에서 742m,02-3425-3119,가격정보 없음,https://blog.naver.com/potj73,"예약, 주차, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 49,블로그 리뷰 83,광진구,강변역,별점 4.34,가격정보 없음
스터디예감 24시간 무인 스터디카페 스터디룸,서울 광진구 자양로 242 지하 1층,아차산역 3번출구에서 491m,0507-1344-1672,가격정보 없음,http://pf.kakao.com/_xblcaG,"무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 69,블로그 리뷰 10,광진구,아차산역,,가격정보 없음
소월스터디카페앤룸 강변점,"서울 광진구 구의강변로 11 자양한양아파트(5~6동사이) 상가동 205호, 207호",강변역 4번출구에서 802m,0507-1331-1924,가격정보 없음,https://www.instagram.com/sowol_gangbyeon,"무선 인터넷, 남/녀 화장실 구분, 단체 이용 가능, 예약, 주차",방문자 리뷰 42,블로그 리뷰 6,광진구,강변역,,가격정보 없음
스터디엔카페독서실 자양센터,서울 광진구 자양로9길 5,구의역 4번출구에서 473m,0507-1334-6683,"사물함 무료무료원데이 5시간7,000원원데이 3시간5,000원원데이 2시간4,000원광장형 (1개월)140,000원오픈룸(1개월)160,000원독립형1인실(1개월)190,000원몰입형1인실(1개월)210,000원1일권 (광장형,오픈룸)10,000원1일권 (독립형 1인실)11,000원",https://blog.naver.com/viki1199,"예약, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 68,블로그 리뷰 1,광진구,구의역,별점 4.47,"1인 - 1시간 1,400원, 2시간 2,000원, 3시간 1,667원, 5시간 1,400원"
랭스터디카페 건대점,서울 광진구 아차산로34길 26 2층 랭스터디카페 건대점,건대입구역 5번출구에서 214m,0507-1426-7101,"60시간 (유효1개월)70,000원무제한 15일(음료미포함)77,000원무제한 30일(음료미포함)145,000원아메리카노2,000원1시간권2,000원2시간권3,500원3시간권4,500원4시간권6,000원8시간권10,000원1일권13,000원",URL정보 없음,"무선 인터넷, 남/녀 화장실 구분, 포장, 예약",방문자 리뷰 250,블로그 리뷰 178,광진구,건대입구역,별점 4.43,가격정보 없음
건대파티룸 파티앤스터디 건대,서울 광진구 능동로 139 4층,건대입구역 3번출구에서 320m,0507-1364-4022,가격정보 없음,https://www.instagram.com/partynstudy_ku,"예약, 단체 이용 가능",방문자 리뷰 21,블로그 리뷰 38,광진구,건대입구역,,가격정보 없음
